{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.1758354291684139 + 0.*I, 0.33914275477680006 + 0.*I, 0.1345995160218161 + 0.*I, 0.17153595473160535 + 0.*I, 0.035309433588803785 + 0.*I, 0.11298854653538637 + 0.*I, 0.04297507787240918 + 0.*I, 0.007974336278215866 + 0.*I, 0.0009095634823985677 + 0.*I, 0.00005351822280896812 + 0.*I, 0.000010432903807533478 + 0.*I, 0.00003029061439452363 + 0.*I, 9.192854211192982*^-6 + 0.*I, 4.6820463950325575*^-6 + 0.*I, 6.1960427899521164*^-6 + 0.*I, 0.00001319541478306263 + 0.*I, 5.260090807368556*^-6 + 0.*I, 4.1257061988986266*^-6 + 0.*I, 9.541605949792142*^-7 + 0.*I, 1.2106200486527996*^-7 + 0.*I, 1.0031797614828976*^-8 + 0.*I, 5.943912029238164*^-10 + 0.*I, 2.819966482547898*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.6209256159527285*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I}
{0.1807685073027976 + 0.*I, 0.34404567798920205 + 0.*I, 0.13555139881880063 + 0.*I, 0.1698895740773976 + 0.*I, 0.030944859445392048 + 0.*I, 0.11330538701699314 + 0.*I, 0.044018349311980565 + 0.*I, 0.008294979805989477 + 0.*I, 0.0009591242038142767 + 0.*I, 0.000057909783190979176 + 0.*I, 9.724620197992808*^-6 + 0.*I, 0.000031415105783416664 + 0.*I, 8.300098808255996*^-6 + 0.*I, 3.963119610261856*^-6 + 0.*I, 5.585240603345199*^-6 + 0.*I, 0.000013683516608686832 + 0.*I, 5.173552786175151*^-6 + 0.*I, 4.245746021425134*^-6 + 0.*I, 1.0002976003065103*^-6 + 0.*I, 1.2879179944746968*^-7 + 0.*I, 1.0814416029347741*^-8 + 0.*I, 6.487921311304491*^-10 + 0.*I, 3.099742684753438*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.18553957860880654 + 0.*I, 0.34861689658660655 + 0.*I, 0.13620631519901671 + 0.*I, 0.16805298202839936 + 0.*I, 0.026558601463788637 + 0.*I, 0.11356137577140936 + 0.*I, 0.04506915300919179 + 0.*I, 0.008625072490597853 + 0.*I, 0.001010947841417753 + 0.*I, 0.0000625949224009048 + 0.*I, 8.952896801694974*^-6 + 0.*I, 0.00003253883118503609 + 0.*I, 7.381776789827655*^-6 + 0.*I, 3.214624610947681*^-6 + 0.*I, 4.957242394354466*^-6 + 0.*I, 0.000014169791406892784 + 0.*I, 5.076578601936888*^-6 + 0.*I, 4.366788197707194*^-6 + 0.*I, 1.0481455925415162*^-6 + 0.*I, 1.369449886823304*^-7 + 0.*I, 1.1651790643441018*^-8 + 0.*I, 7.076117469750899*^-10 + 0.*I, 3.40172334745148*^-11 + 0.*I, 2.997602166487923*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.19014641656120992 + 0.*I, 0.352853111929985 + 0.*I, 0.13656440248479562 + 0.*I, 0.166030043898191 + 0.*I, 0.022154850690014886 + 0.*I, 0.11375535540498749 + 0.*I, 0.046126881817198935 + 0.*I, 0.008964745711614876 + 0.*I, 0.0010651144350060093 + 0.*I, 0.00006758961239583527 + 0.*I, 8.114995408980974*^-6 + 0.*I, 0.000033660248610623 + 0.*I, 6.439039990091544*^-6 + 0.*I, 2.4372722062793173*^-6 + 0.*I, 4.312840395925832*^-6 + 0.*I, 0.000014653475788328764 + 0.*I, 4.968911393454789*^-6 + 0.*I, 4.4887144001748425*^-6 + 0.*I, 1.0977406095236122*^-6 + 0.*I, 1.455402021122154*^-7 + 0.*I, 1.2547007877117267*^-8 + 0.*I, 7.712053218256188*^-10 + 0.*I, 3.7414515929867775*^-11 + 0.*I, 3.0198066269804258*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.19458695916421131 + 0.*I, 0.35675142835120965 + 0.*I, 0.1366262055743972 + 0.*I, 0.16382485275920902 + 0.*I, 0.017737834067399483 + 0.*I, 0.11388621553021229 + 0.*I, 0.0471909060427933 + 0.*I, 0.009314126627990582 + 0.*I, 0.0011217057465984228 + 0.*I, 0.0000729105012142739 + 0.*I, 7.2080998059220755*^-6 + 0.*I, 0.00003477778680593957 + 0.*I, 5.4731115861628155*^-6 + 0.*I, 1.6318434159501294*^-6 + 0.*I, 3.6528732039187166*^-6 + 0.*I, 0.000015133791197996517 + 0.*I, 4.850301804637525*^-6 + 0.*I, 4.611400417076084*^-6 + 0.*I, 1.1491189999546238*^-6 + 0.*I, 1.5459740154710746*^-7 + 0.*I, 1.350399791988366*^-8 + 0.*I, 8.403944207202586*^-10 + 0.*I, 4.1189274213593314*^-11 + 0.*I, 3.3972824553529794*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.19885930979000044 + 0.*I, 0.3603093533772084 + 0.*I, 0.13639267347180797 + 0.*I, 0.1614417232438159 + 0.*I, 0.013311809262006593 + 0.*I, 0.11395289469959824 + 0.*I, 0.048260573629588244 + 0.*I, 0.009673337891591418 + 0.*I, 0.0011808052513995193 + 0.*I, 0.00007857493460328158 + 0.*I, 6.229312399241849*^-6 + 0.*I, 0.00003588985160174474 + 0.*I, 4.485285809430195*^-6 + 0.*I, 7.991860062617208*^-7 + 0.*I, 2.9782269983513743*^-6 + 0.*I, 0.000015609947601191724 + 0.*I, 4.72050978306271*^-6 + 0.*I, 4.7347149978449465*^-6 + 0.*I, 1.2023152029527753*^-6 + 0.*I, 1.6413579384533253*^-7 + 0.*I, 1.4526002622972102*^-8 + 0.*I, 9.152012481195016*^-10 + 0.*I, 4.520828156273638*^-11 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.20296173783500573 + 0.*I, 0.36352479748680283 + 0.*I, 0.13586515531580634 + 0.*I, 0.15888518506519403 + 0.*I, 0.008881059429599603 + 0.*I, 0.11395438229340192 + 0.*I, 0.04933521037280286 + 0.*I, 0.010042497350015722 + 0.*I, 0.0012424981195913176 + 0.*I, 0.00008460097198348394 + 0.*I, 5.175653816635872*^-6 + 0.*I, 0.000036994824004210614 + 0.*I, 3.4769255918831736*^-6 + 0.*I, 5.978340045231789*^-8 + 0.*I, 2.2898330120924015*^-6 + 0.*I, 0.000016081140397083974 + 0.*I, 4.579303602980645*^-6 + 0.*I, 4.858520008532708*^-6 + 0.*I, 1.2573636132273691*^-6 + 0.*I, 1.7417620679083257*^-7 + 0.*I, 1.5617196424955182*^-8 + 0.*I, 9.957812352467954*^-10 + 0.*I, 4.938272013532697*^-11 + 0.*I, 3.796962744218035*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.20689267919560272 + 0.*I, 0.3663960733970129 + 0.*I, 0.13504539591577827 + 0.*I, 0.15615997626099443 + 0.*I, 0.004449887933799523 + 0.*I, 0.11388972036581181 + 0.*I, 0.05041412016559833 + 0.*I, 0.010421717752806536 + 0.*I, 0.0013068711997910045 + 0.*I, 0.0000910074095861191 + 0.*I, 4.044058998786682*^-6 + 0.*I, 0.000038091066389966954 + 0.*I, 2.4494632100413587*^-6 + 0.*I, 9.440812132055499*^-7 + 0.*I, 1.5886665982733916*^-6 + 0.*I, 0.00001654655539251593 + 0.*I, 4.426462618667415*^-6 + 0.*I, 4.982671586439835*^-6 + 0.*I, 1.314298003762815*^-6 + 0.*I, 1.8474000107460142*^-7 + 0.*I, 1.6781198652893184*^-8 + 0.*I, 1.0830003560613477*^-9 + 0.*I, 5.4001247917767614*^-11 + 0.*I, 3.8191672047105385*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.21065073656219016 + 0.*I, 0.3689218948875972 + 0.*I, 0.1339355308050072 + 0.*I, 0.15327103617379656 + 0.*I, 0.00002261302041173252 + 0.*I, 0.11375800544299874 + 0.*I, 0.05149658528078582 + 0.*I, 0.010811106450603349 + 0.*I, 0.0013740129988004668 + 0.*I, 0.0000978137975948812 + 0.*I, 2.8313736022411717*^-6 + 0.*I, 0.000039176925192840883 + 0.*I, 1.4043971985344685*^-6 + 0.*I, 1.8526570055854563*^-6 + 0.*I, 8.757476077647652*^-7 + 0.*I, 0.00001700536800264274 + 0.*I, 4.261776198610789*^-6 + 0.*I, 5.1070185858037576*^-6 + 0.*I, 1.373150992911576*^-6 + 0.*I, 1.958490036813032*^-7 + 0.*I, 1.8023005310396915*^-8 + 0.*I, 1.177191677470546*^-9 + 0.*I, 5.921929613350586*^-11 + 0.*I, 3.996802888650564*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.21423467953338718 + 0.*I, 0.3711013751657832 + 0.*I, 0.13253808081661325 + 0.*I, 0.15022349817619407 + 0.*I, 0.004396437544396115 + 0.*I, 0.11355839026938598 + 0.*I, 0.05258186668359866 + 0.*I, 0.011210765095004406 + 0.*I, 0.0014440136580029517 + 0.*I, 0.00010504046119574895 + 0.*I, 1.5343528003697318*^-6 + 0.*I, 0.00004025073279123603 + 0.*I, 3.43292616555857*^-7 + 0.*I, 2.7843952032924335*^-6 + 0.*I, 1.5213721393791957*^-7 + 0.*I, 0.000017456745204924573 + 0.*I, 4.085045213209071*^-6 + 0.*I, 5.231402999683609*^-6 + 0.*I, 1.4339538001451049*^-6 + 0.*I, 2.0752539686696994*^-7 + 0.*I, 1.9346790836038963*^-8 + 0.*I, 1.2789991288286728*^-9 + 0.*I, 6.499245586155666*^-11 + 0.*I, 4.39648317751562*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.21764344455459383 + 0.*I, 0.3729340247774049 + 0.*I, 0.1308559461963954 + 0.*I, 0.14702268215560646 + 0.*I, 0.008802931861406904 + 0.*I, 0.11329008550338138 + 0.*I, 0.053669204378414825 + 0.*I, 0.011620789332189574 + 0.*I, 0.0015169649264068497 + 0.*I, 0.00011270851980604846 + 0.*I, 1.496572199499724*^-7 + 0.*I, 0.000041310812393113856 + 0.*I, 7.32222615873468*^-7 + 0.*I, 3.738115994522673*^-6 + 0.*I, 5.81060799476063*^-7 + 0.*I, 0.000017899846604940706 + 0.*I, 3.896082212406782*^-6 + 0.*I, 5.3556609813654185*^-6 + 0.*I, 1.4967368011653548*^-6 + 0.*I, 2.197922066571323*^-7 + 0.*I, 2.0756796281773404*^-8 + 0.*I, 1.3890000261085336*^-9 + 0.*I, 7.140954494389008*^-11 + 0.*I, 4.596323321948148*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I}
{0.2208761346730093 + 0.*I, 0.37441974907159725 + 0.*I, 0.12889240026019433 + 0.*I, 0.14367408676518867 + 0.*I, 0.01319253930960329 + 0.*I, 0.11295236135380193 + 0.*I, 0.05475781779038514 + 0.*I, 0.012041268498608206 + 0.*I, 0.001592960131202581 + 0.*I, 0.00012083990661437839 + 0.*I, 1.3261506115469503*^-6 + 0.*I, 0.00004235548121123145 + 0.*I, 1.8204567853175038*^-6 + 0.*I, 4.712575796261831*^-6 + 0.*I, 1.3227044126651322*^-6 + 0.*I, 0.00001833382559102148 + 0.*I, 3.694713202051503*^-6 + 0.*I, 5.479621401072166*^-6 + 0.*I, 1.5615295945181629*^-6 + 0.*I, 2.3267299198437286*^-7 + 0.*I, 2.225879480732829*^-8 + 0.*I, 1.5075940495989928*^-9 + 0.*I, 7.840394999902855*^-11 + 0.*I, 5.195843755245733*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I, 2.19824158875781*^-12 + 0.*I}
{0.22393201912598304 + 0.*I, 0.37555884522060273 + 0.*I, 0.1266510826090084 + 0.*I, 0.14018338145480594 + 0.*I, 0.017560935967586566 + 0.*I, 0.11254454916000968 + 0.*I, 0.055846906178791414 + 0.*I, 0.01247228531340294 + 0.*I, 0.0016720941458103768 + 0.*I, 0.00012945738980807422 + 0.*I, 2.8966091969451213*^-6 + 0.*I, 0.00004338305361617501 + 0.*I, 2.9196582040924572*^-6 + 0.*I, 5.706469807797988*^-6 + 0.*I, 2.071611393539286*^-6 + 0.*I, 0.000018757832198623706 + 0.*I, 3.4807760007637967*^-6 + 0.*I, 5.603105179829981*^-6 + 0.*I, 1.6283587811471991*^-6 + 0.*I, 2.4619160043926064*^-7 + 0.*I, 2.3856805420052755*^-8 + 0.*I, 1.634803403760543*^-9 + 0.*I, 8.559819519859958*^-11 + 0.*I, 5.195843755245733*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
{0.22681053274560273 + 0.*I, 0.3763519988067899 + 0.*I, 0.12413599190739258 + 0.*I, 0.13655639829679433 + 0.*I, 0.021903810042789296 + 0.*I, 0.11206604290661117 + 0.*I, 0.05693564908300087 + 0.*I, 0.012913915568191214 + 0.*I, 0.0017544633508004284 + 0.*I, 0.00013858458900450898 + 0.*I, 4.565361200192797*^-6 + 0.*I, 0.00004439184460025559 + 0.*I, 4.028017808188622*^-6 + 0.*I, 6.718431810881499*^-6 + 0.*I, 2.826564005076193*^-6 + 0.*I, 0.00001917101120074705 + 0.*I, 3.2541242145356364*^-6 + 0.*I, 5.725929597133472*^-6 + 0.*I, 1.6972516059254872*^-6 + 0.*I, 2.6037318967553347*^-7 + 0.*I, 2.5556801119819287*^-8 + 0.*I, 1.7723822409720924*^-9 + 0.*I, 9.36140054363932*^-11 + 0.*I, 5.395683899678261*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 1.5987211554602256*^-12 + 0.*I}
{0.22951127519981185 + 0.*I, 0.3768002799807935 + 0.*I, 0.12135147824838823 + 0.*I, 0.13279912361039428 + 0.*I, 0.026216867295580926 + 0.*I, 0.11151630067918195 + 0.*I, 0.05802320680678985 + 0.*I, 0.013366227818401022 + 0.*I, 0.0018401655986099996 + 0.*I, 0.00014824599781082526 + 0.*I, 6.336157598596515*^-6 + 0.*I, 0.000045380174595877065 + 0.*I, 5.143669601359591*^-6 + 0.*I, 7.747037011895941*^-6 + 0.*I, 3.5863094050014865*^-6 + 0.*I, 0.00001957250699291535 + 0.*I, 3.0146255936003286*^-6 + 0.*I, 5.8479031839198115*^-6 + 0.*I, 1.7682329822577003*^-6 + 0.*I, 2.7524340584506035*^-7 + 0.*I, 2.7364999155565787*^-8 + 0.*I, 1.9207968549039837*^-9 + 0.*I, 1.0240697179142444*^-10 + 0.*I, 5.995204332975846*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.8207657603852567*^-12 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 1.7985612998927538*^-12 + 0.*I}
