{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.26681669015740095 + 0.*I, 0.25151796698079654 + 0.*I, 0.25709763242078854 + 0.*I, 0.08392530986041093 + 0.*I, 0.14802990370399452 + 0.*I, 0.03610903230821805 + 0.*I, 0.004050966816615543 + 0.*I, 0.0002688351609991813 + 0.*I, 0.000011784539610815159 + 0.*I, 6.721753820215782*^-7 + 0.*I, 4.755010207802003*^-6 + 0.*I, 6.356769399751272*^-6 + 0.*I, 0.000010041710396535565 + 0.*I, 7.780720512329255*^-8 + 0.*I, 6.3104294012461545*^-6 + 0.*I, 2.6061136138011425*^-6 + 0.*I, 1.192456200449499*^-6 + 0.*I, 1.5744441306253523*^-7 + 0.*I, 1.0678591344515098*^-8 + 0.*I, 4.4300119128592996*^-10 + 0.*I, 1.0991207943789048*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.26108026517779326 + 0.*I, 0.2452930014058108 + 0.*I, 0.25225308023419934 + 0.*I, 0.07682963745840876 + 0.*I, 0.14927918449059163 + 0.*I, 0.037352202455998025 + 0.*I, 0.004276656358781494 + 0.*I, 0.0002891763352108612 + 0.*I, 0.000012906184410077516 + 0.*I, 7.040278138248369*^-7 + 0.*I, 4.976535605827338*^-6 + 0.*I, 6.363410998133644*^-6 + 0.*I, 0.000010492718205412645 + 0.*I, 4.222989957725077*^-7 + 0.*I, 6.594266821480233*^-6 + 0.*I, 2.6112860096461077*^-6 + 0.*I, 1.247912595481182*^-6 + 0.*I, 1.6860119966821688*^-7 + 0.*I, 1.1662604215700869*^-8 + 0.*I, 4.93005636315047*^-10 + 0.*I, 1.2811973704174306*^-11 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.25519212761979665 + 0.*I, 0.23871585691479516 + 0.*I, 0.24711810140340965 + 0.*I, 0.0696942965753955 + 0.*I, 0.15044618874540117 + 0.*I, 0.03861630023680451 + 0.*I, 0.0045119987734043585 + 0.*I, 0.00031082157201378635 + 0.*I, 0.000014122229807789212 + 0.*I, 7.357831899312829*^-7 + 0.*I, 5.204103592504339*^-6 + 0.*I, 6.35741941312773*^-6 + 0.*I, 0.000010945915596138889 + 0.*I, 7.738917950916857*^-7 + 0.*I, 6.879406200255289*^-6 + 0.*I, 2.611537008867515*^-6 + 0.*I, 1.304898389342668*^-6 + 0.*I, 1.804004057248676*^-7 + 0.*I, 1.2725398512714038*^-8 + 0.*I, 5.478062448105447*^-10 + 0.*I, 1.4410694859634534*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.24915697699421369 + 0.*I, 0.23179739039478342 + 0.*I, 0.24170414338879898 + 0.*I, 0.06252722384960664 + 0.*I, 0.15152847178099282 + 0.*I, 0.03990079142000003 + 0.*I, 0.004757251795606265 + 0.*I, 0.0003338381146189562 + 0.*I, 0.000015439543599171657 + 0.*I, 7.672140034387098*^-7 + 0.*I, 5.437627015325574*^-6 + 0.*I, 6.338156999241561*^-6 + 0.*I, 0.000011400524391191881 + 0.*I, 1.1319859938296872*^-6 + 0.*I, 7.165353599347668*^-6 + 0.*I, 2.606620985723396*^-6 + 0.*I, 1.3633970175064292*^-6 + 0.*I, 1.928693871278142*^-7 + 0.*I, 1.3872791804203645*^-8 + 0.*I, 6.082023773501534*^-10 + 0.*I, 1.6409096303959814*^-11 + 0.*I, 7.993605777301128*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.24297963894241995 + 0.*I, 0.22454874949560114 + 0.*I, 0.23602288523800755 + 0.*I, 0.055336388891391586 + 0.*I, 0.15252366003779552 + 0.*I, 0.04120510206300221 + 0.*I, 0.00501267279919837 + 0.*I, 0.00035829568241219084 + 0.*I, 0.000016865410601418777 + 0.*I, 7.980621941072741*^-7 + 0.*I, 5.677000003423416*^-6 + 0.*I, 6.304985400440445*^-6 + 0.*I, 0.000011855742210187259 + 0.*I, 1.4959497862676587*^-6 + 0.*I, 7.451600603225472*^-6 + 0.*I, 2.5962918037691907*^-6 + 0.*I, 1.4233871858948532*^-6 + 0.*I, 2.06035388750081*^-7 + 0.*I, 1.5110201978529858*^-8 + 0.*I, 6.745937142227376*^-10 + 0.*I, 1.8784973576657652*^-11 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.23666505984061287 + 0.*I, 0.21698135844920866 + 0.*I, 0.23008622157900674 + 0.*I, 0.04812978358299525 + 0.*I, 0.15342945505318895 + 0.*I, 0.04252861832860777 + 0.*I, 0.005278518420803735 + 0.*I, 0.0003842665074138552 + 0.*I, 0.000018407549795540486 + 0.*I, 8.280377938874041*^-7 + 0.*I, 5.922095791532911*^-6 + 0.*I, 6.257267592957306*^-6 + 0.*I, 0.000012310739783139015 + 0.*I, 1.8651219901855143*^-6 + 0.*I, 7.73762098837949*^-6 + 0.*I, 2.580305613619771*^-6 + 0.*I, 1.4848438034675837*^-6 + 0.*I, 2.199269877323218*^-7 + 0.*I, 1.644400171585403*^-8 + 0.*I, 7.478018204665204*^-10 + 0.*I, 2.1582735598713043*^-11 + 0.*I, 5.995204332975846*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I}
{0.23021830129341675 + 0.*I, 0.20910690365818502 + 0.*I, 0.22390624643360282 + 0.*I, 0.04091541136541644 + 0.*I, 0.15424363734839464 + 0.*I, 0.04387068636819702 + 0.*I, 0.005555044173211066 + 0.*I, 0.0004118253744023193 + 0.*I, 0.000020074138817882673 + 0.*I, 8.568145970500041*^-7 + 0.*I, 6.172767608170204*^-6 + 0.*I, 6.194368395995299*^-6 + 0.*I, 0.000012764664614195453 + 0.*I, 2.2388096043712835*^-6 + 0.*I, 8.022876607505225*^-6 + 0.*I, 2.558417810938352*^-6 + 0.*I, 1.5477355841397866*^-6 + 0.*I, 2.3457120690295596*^-7 + 0.*I, 1.78793868599314*^-8 + 0.*I, 8.280043317654419*^-10 + 0.*I, 2.4202861936828413*^-11 + 0.*I, 7.993605777301128*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.22364453453238567 + 0.*I, 0.20093731905421744 + 0.*I, 0.21749523687919495 + 0.*I, 0.03370127652941868 + 0.*I, 0.15496407023141148 + 0.*I, 0.045230612254187896 + 0.*I, 0.005842504043385156 + 0.*I, 0.0004410496493800764 + 0.*I, 0.000021873828592866573 + 0.*I, 8.840290055545098*^-7 + 0.*I, 6.428847387773829*^-6 + 0.*I, 6.115658002237013*^-6 + 0.*I, 0.000013216641003843678 + 0.*I, 2.6162934041451535*^-6 + 0.*I, 8.306811993818997*^-6 + 0.*I, 2.5303879880311797*^-6 + 0.*I, 1.6120291990162627*^-6 + 0.*I, 2.499974005587547*^-7 + 0.*I, 1.94239957451714*^-8 + 0.*I, 9.158007685527991*^-10 + 0.*I, 2.7400304247748863*^-11 + 0.*I, 5.995204332975846*^-13 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.21694903471720653 + 0.*I, 0.19248477126418972 + 0.*I, 0.21086563657020108 + 0.*I, 0.026495373535007086 + 0.*I, 0.15558870350760315 + 0.*I, 0.046607661978792514 + 0.*I, 0.006141150085015035 + 0.*I, 0.000472019316788419 + 0.*I, 0.000023815769600865625 + 0.*I, 9.09275810201393*^-7 + 0.*I, 6.690143417031891*^-6 + 0.*I, 6.020510379123324*^-6 + 0.*I, 0.000013665772402582378 + 0.*I, 2.9968239889655024*^-6 + 0.*I, 8.588860800351483*^-6 + 0.*I, 2.4959776023791846*^-6 + 0.*I, 1.6776845912502836*^-6 + 0.*I, 2.662349896098704*^-7 + 0.*I, 2.1084201051735366*^-8 + 0.*I, 1.0120126958668152*^-9 + 0.*I, 3.099742684753438*^-11 + 0.*I, 5.995204332975846*^-13 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.21013717515541153 + 0.*I, 0.18376164458600022 + 0.*I, 0.2040300391507932 + 0.*I, 0.01930567635719527 + 0.*I, 0.15611557708961055 + 0.*I, 0.04800106150761874 + 0.*I, 0.006451231994586416 + 0.*I, 0.0005048170039989586 + 0.*I, 0.000025909631395926173 + 0.*I, 9.321066141154689*^-7 + 0.*I, 6.956442000216612*^-6 + 0.*I, 5.908307998403473*^-6 + 0.*I, 0.00001411114061156127 + 0.*I, 3.379627400157404*^-6 + 0.*I, 8.8684430021857*^-6 + 0.*I, 2.454951197883304*^-6 + 0.*I, 1.7446586175751124*^-6 + 0.*I, 2.833135948066001*^-7 + 0.*I, 2.2867596705111737*^-8 + 0.*I, 1.1171952252198025*^-9 + 0.*I, 3.519406988061746*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.2032144214384024 + 0.*I, 0.17478052580499617 + 0.*I, 0.19700117157501754 + 0.*I, 0.012140127891191456 + 0.*I, 0.1565428245072109 + 0.*I, 0.049409996898597264 + 0.*I, 0.006772996682391508 + 0.*I, 0.0005395280112008294 + 0.*I, 0.00002816562540974843 + 0.*I, 9.520230159765219*^-7 + 0.*I, 7.227504017492949*^-6 + 0.*I, 5.778440392845142*^-6 + 0.*I, 0.000014551811600149733 + 0.*I, 3.7639026118085894*^-6 + 0.*I, 9.144968604601901*^-6 + 0.*I, 2.4070774040652054*^-6 + 0.*I, 1.8129010070921936*^-6 + 0.*I, 3.0126201533420277*^-7 + 0.*I, 2.4780999474671717*^-8 + 0.*I, 1.231992285966044*^-9 + 0.*I, 3.9390712913700554*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.19618632550980067 + 0.*I, 0.1655541888613943 + 0.*I, 0.18979187736098968 + 0.*I, 0.0050066294162043334 + 0.*I, 0.15686867629880477 + 0.*I, 0.05083361447699719 + 0.*I, 0.007106687826796687 + 0.*I, 0.0005762403317843835 + 0.*I, 0.000030594527600236177 + 0.*I, 9.68477387175426*^-7 + 0.*I, 7.503066590253128*^-6 + 0.*I, 5.630308996806833*^-6 + 0.*I, 0.000014986832397312355 + 0.*I, 4.148824617189462*^-6 + 0.*I, 9.417835800107355*^-6 + 0.*I, 2.3521300018813918*^-6 + 0.*I, 1.8823584024829645*^-6 + 0.*I, 3.2011118200614424*^-7 + 0.*I, 2.6833202326770337*^-8 + 0.*I, 1.3578027591165664*^-9 + 0.*I, 4.440892098500627*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.1890585196643979 + 0.*I, 0.15609557939240126 + 0.*I, 0.18241509979259887 + 0.*I, 0.0020869698555969762 + 0.*I, 0.15709146329581095 + 0.*I, 0.05227102107918658 + 0.*I, 0.007452545425379321 + 0.*I, 0.0006150446746122641 + 0.*I, 0.00003320770221026948 + 0.*I, 9.808661882715342*^-7 + 0.*I, 7.782840194536789*^-6 + 0.*I, 5.463325392085495*^-6 + 0.*I, 0.000015415235399274255 + 0.*I, 4.533546205109928*^-6 + 0.*I, 9.686435209488309*^-6 + 0.*I, 2.2898871909760032*^-6 + 0.*I, 1.9529712069754623*^-6 + 0.*I, 3.398908043905635*^-7 + 0.*I, 2.9031999027040456*^-8 + 0.*I, 1.4948042803553108*^-9 + 0.*I, 4.980460488468452*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.18183671049279426 + 0.*I, 0.14641779916801936 + 0.*I, 0.1748838651005835 + 0.*I, 0.009132883137819015 + 0.*I, 0.15720961977920836 + 0.*I, 0.053721284354413264 + 0.*I, 0.007810805331809335 + 0.*I, 0.0006560344802064577 + 0.*I, 0.00003601712559309079 + 0.*I, 9.885262164388566*^-7 + 0.*I, 8.066507994897167*^-6 + 0.*I, 5.276915215901568*^-6 + 0.*I, 0.00001583603979060655 + 0.*I, 4.917197604648038*^-6 + 0.*I, 9.950148416315587*^-6 + 0.*I, 2.220132788721685*^-6 + 0.*I, 2.024674183864761*^-6 + 0.*I, 3.6063181330092675*^-7 + 0.*I, 3.138640458644205*^-8 + 0.*I, 1.644018254864932*^-9 + 0.*I, 5.579980921766037*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.17452667277240153 + 0.*I, 0.13653409043561382 + 0.*I, 0.16721126563821187 + 0.*I, 0.0161233963192009 + 0.*I, 0.15722168651080004 + 0.*I, 0.055183433132999234 + 0.*I, 0.00818169878638031 + 0.*I, 0.0006993059342041975 + 0.*I, 0.00003903541079264272 + 0.*I, 9.907325848601545*^-7 + 0.*I, 8.353726399512595*^-6 + 0.*I, 5.070519204508629*^-6 + 0.*I, 0.000016248253209560914 + 0.*I, 5.298889416138764*^-6 + 0.*I, 0.000010208350209595096 + 0.*I, 2.1426581842121095*^-6 + 0.*I, 2.0973976111449133*^-6 + 0.*I, 3.8236420696335927*^-7 + 0.*I, 3.390561165161899*^-8 + 0.*I, 1.8071988350243375*^-9 + 0.*I, 6.259437412836634*^-11 + 0.*I, 5.995204332975846*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.16713424331599724 + 0.*I, 0.12645782019800045 + 0.*I, 0.15941044307481447 + 0.*I, 0.02305087808958106 + 0.*I, 0.15712631363320462 + 0.*I, 0.05665645785639662 + 0.*I, 0.008565451938991053 + 0.*I, 0.0007449579781937389 + 0.*I, 0.00004227583259019952 + 0.*I, 9.866917949352683*^-7 + 0.*I, 8.644122417855726*^-6 + 0.*I, 4.843594014758423*^-6 + 0.*I, 0.00001665087339119964 + 0.*I, 5.677713588170264*^-6 + 0.*I, 0.000010460410182489 + 0.*I, 2.0572611836300325*^-6 + 0.*I, 2.1710651942896675*^-6 + 0.*I, 4.051186053288803*^-7 + 0.*I, 3.6598590824610255*^-8 + 0.*I, 1.9842127940705727*^-9 + 0.*I, 7.021050407729491*^-11 + 0.*I, 5.995204332975846*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.1596653147829974 + 0.*I, 0.11620246443759809 + 0.*I, 0.15149457162959568 + 0.*I, 0.029907789928396156 + 0.*I, 0.15692226343120286 + 0.*I, 0.058139311073412976 + 0.*I, 0.008962285361002744 + 0.*I, 0.0007930923141996616 + 0.*I, 0.000045752352995087626 + 0.*I, 9.755378060916087*^-7 + 0.*I, 8.937294615485316*^-6 + 0.*I, 4.595615799019015*^-6 + 0.*I, 0.000017042890787521973 + 0.*I, 6.0527449941005784*^-6 + 0.*I, 0.0000107056937981298 + 0.*I, 1.9637472092881585*^-6 + 0.*I, 2.2455955983602394*^-6 + 0.*I, 4.289252064637595*^-7 + 0.*I, 3.9475200885874535*^-8 + 0.*I, 2.177014124526977*^-9 + 0.*I, 7.818190539410354*^-11 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.15212582946119713 + 0.*I, 0.10578159231398045 + 0.*I, 0.14347684136679642 + 0.*I, 0.03668669594458774 + 0.*I, 0.1566084129501988 + 0.*I, 0.059630907997787475 + 0.*I, 0.009372413553987435 + 0.*I, 0.0008438134085908544 + 0.*I, 0.00004947964660217963 + 0.*I, 9.563289937730701*^-7 + 0.*I, 9.232811004622478*^-6 + 0.*I, 4.326079405814199*^-6 + 0.*I, 0.00001742328918918901 + 0.*I, 6.423044407455337*^-6 + 0.*I, 0.000010943562012144527 + 0.*I, 1.8619312092127416*^-6 + 0.*I, 2.320901804075959*^-6 + 0.*I, 4.5381540747513327*^-7 + 0.*I, 4.254661067903954*^-8 + 0.*I, 2.386801867260147*^-9 + 0.*I, 8.741896095898483*^-11 + 0.*I, 1.5987211554602256*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.14452177302701208 + 0.*I, 0.09520885034479676 + 0.*I, 0.135370441569993 + 0.*I, 0.043380272547799414 + 0.*I, 0.15618375647299398 + 0.*I, 0.06113012713540034 + 0.*I, 0.00979604445059401 + 0.*I, 0.0008972284903929761 + 0.*I, 0.000053473128813763544 + 0.*I, 9.280400004030299*^-7 + 0.*I, 9.530207401020618*^-6 + 0.*I, 4.034502198990708*^-6 + 0.*I, 0.00001779105058830055 + 0.*I, 6.78765661454861*^-6 + 0.*I, 0.000011173376379680635 + 0.*I, 1.7516353922886199*^-6 + 0.*I, 2.396889997591245*^-6 + 0.*I, 4.798178077081162*^-7 + 0.*I, 4.5822212690893593*^-8 + 0.*I, 2.613997907019439*^-9 + 0.*I, 9.721112803617873*^-11 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.021405182655144*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
